index,items
13019,"['dessert', 'pastry']"
13020,"['hygiene articles', 'rolls/buns', 'red/blush wine']"
13021,"['frankfurter', 'rolls/buns']"
13022,"['berries', 'rolls/buns']"
13023,"['yogurt', 'herbs']"
13024,"['citrus fruit', 'ham', 'canned beer', 'frozen vegetables', 'tropical fruit', 'other vegetables', 'yogurt', 'whole milk', 'onions']"
13025,"['canned beer', 'hygiene articles', 'pork', 'soft cheese', 'bottled beer', 'rolls/buns', 'chocolate marshmallow']"
13026,"['frankfurter', 'pork', 'rolls/buns', 'grapes']"
13027,"['meat', 'hygiene articles', 'hard cheese', 'cat food']"
13028,"['sausage', 'tea']"
13029,"['house keeping products', 'cat food']"
13030,"['spread cheese', 'whole milk']"
13031,"['onions', 'onions']"
13032,"['other vegetables', 'curd', 'tropical fruit', 'brown bread', 'bottled beer']"
13033,"['oil', 'curd']"
13034,"['other vegetables', 'specialty fat']"
13035,"['ice cream', 'curd']"
13036,"['beverages', 'soda']"
13037,"['other vegetables', 'frozen vegetables']"
13038,"['shopping bags', 'curd']"
13039,"['curd', 'bottled water', 'other vegetables', 'white bread']"
13040,"['domestic eggs', 'processed cheese', 'whole milk', 'bottled water']"
13041,"['tropical fruit', 'bottled water']"
13042,"['sausage', 'frozen meals', 'soda']"
13043,"['frozen dessert', 'yogurt']"
13044,"['brown bread', 'chocolate']"
13045,"['butter milk', 'rolls/buns']"
13046,"['other vegetables', 'whole milk']"
13047,"['whipped/sour cream', 'canned beer']"
13048,"['frankfurter', 'other vegetables', 'root vegetables', 'other vegetables']"
13049,"['waffles', 'margarine']"
13050,"['chicken', 'tropical fruit']"
13051,"['ice cream', 'rolls/buns']"
13052,"['beef', 'frozen meals', 'white bread']"
13053,"['pork', 'frozen dessert', 'newspapers']"
13054,"['berries', 'frozen meals', 'dish cleaner']"
13055,"['beef', 'newspapers']"
13056,"['chicken', 'sugar']"
13057,"['root vegetables', 'liquor']"
13058,"['frozen dessert', 'fruit/vegetable juice']"
13059,"['citrus fruit', 'waffles']"
13060,"['frankfurter', 'rubbing alcohol', 'sparkling wine', 'other vegetables', 'domestic eggs', 'white bread', 'yogurt', 'soda']"
13061,"['sausage', 'beef']"
13062,"['coffee', 'sliced cheese', 'whipped/sour cream', 'butter milk']"
13063,"['whole milk', 'hamburger meat']"
13064,"['other vegetables', 'domestic eggs']"
13065,"['long life bakery product', 'pip fruit', 'oil']"
13066,"['turkey', 'bottled water']"
13067,"['whole milk', 'onions']"
13068,"['butter', 'root vegetables']"
13069,"['pastry', 'yogurt']"
13070,"['bottled beer', 'whole milk', 'cream cheese ']"
13071,"['photo/film', 'pastry']"
13072,"['other vegetables', 'chocolate']"
13073,"['butter', 'frozen meals']"
13074,"['bottled beer', 'beef', 'frozen vegetables', 'shopping bags']"
13075,"['UHT-milk', 'tropical fruit']"
13076,"['fruit/vegetable juice', 'canned vegetables']"
13077,"['pip fruit', 'other vegetables']"
13078,"['soda', 'specialty bar']"
13079,"['root vegetables', 'berries', 'brandy']"
13080,"['soft cheese', 'cat food']"
13081,"['whole milk', 'flour']"
13082,"['rolls/buns', 'cling film/bags']"
13083,"['curd', 'yogurt', 'misc. beverages', 'pickled vegetables']"
13084,"['brown bread', 'processed cheese']"
13085,"['other vegetables', 'bottled water', 'shopping bags']"
13086,"['chicken', 'dessert']"
13087,"['other vegetables', 'tropical fruit', 'pork', 'soda']"
13088,"['butter milk', 'berries']"
13089,"['pip fruit', 'sugar', 'frozen vegetables']"
13090,"['whole milk', 'shopping bags']"
13091,"['root vegetables', 'soda']"
13092,"['hamburger meat', 'rolls/buns']"
13093,"['whole milk', 'bottled water']"
13094,"['yogurt', 'whole milk']"
13095,"['tropical fruit', 'whipped/sour cream', 'specialty chocolate']"
13096,"['rolls/buns', 'pip fruit']"
13097,"['pastry', 'coffee']"
13098,"['seasonal products', 'soups']"
13099,"['root vegetables', 'citrus fruit', 'soda']"
13100,"['onions', 'soda']"
13101,"['misc. beverages', 'other vegetables', 'rolls/buns', 'brown bread']"
13102,"['sausage', 'bottled beer', 'hygiene articles']"
13103,"['tropical fruit', 'dishes', 'other vegetables']"
13104,"['tropical fruit', 'other vegetables']"
13105,"['other vegetables', 'berries']"
13106,"['sweet spreads', 'soda']"
13107,"['onions', 'root vegetables', 'domestic eggs', 'chocolate']"
13108,"['pork', 'bottled water']"
13109,"['tropical fruit', 'citrus fruit']"
13110,"['citrus fruit', 'pastry', 'candy', 'softener']"
13111,"['frankfurter', 'root vegetables']"
13112,"['newspapers', 'whole milk', 'waffles']"
13113,"['soda', 'candy']"
13114,"['whole milk', 'rolls/buns']"
13115,"['rolls/buns', 'pip fruit']"
13116,"['tropical fruit', 'white bread']"
13117,"['meat', 'liquor', 'male cosmetics', 'fruit/vegetable juice']"
13118,"['pork', 'whole milk']"
13119,"['sausage', 'bottled water']"
13120,"['sliced cheese', 'soda']"
13121,"['tropical fruit', 'berries', 'beef', 'butter milk', 'yogurt', 'sliced cheese']"
13122,"['frozen meals', 'rolls/buns', 'chocolate', 'shopping bags']"
13123,"['whole milk', 'cream cheese ']"
13124,"['whole milk', 'sliced cheese', 'shopping bags']"
13125,"['other vegetables', 'butter']"
13126,"['tropical fruit', 'specialty chocolate']"
13127,"['citrus fruit', 'hard cheese']"
13128,"['sausage', 'rolls/buns']"
13129,"['bottled beer', 'ice cream', 'pastry', 'red/blush wine']"
13130,"['soda', 'rice']"
13131,"['pork', 'cream cheese ', 'UHT-milk']"
13132,"['beef', 'pork']"
13133,"['frankfurter', 'butter', 'red/blush wine']"
13134,"['other vegetables', 'newspapers']"
13135,"['root vegetables', 'soda', 'hygiene articles']"
13136,"['tropical fruit', 'white bread']"
13137,"['bottled water', 'beef']"
13138,"['pip fruit', 'seasonal products', 'chocolate']"
13139,"['frozen fruits', 'dishes']"
13140,"['dessert', 'soft cheese', 'shopping bags']"
13141,"['other vegetables', 'red/blush wine']"
13142,"['root vegetables', 'sugar', 'bottled water', 'white bread']"
13143,"['other vegetables', 'yogurt', 'yogurt']"
13144,"['whole milk', 'beef']"
13145,"['soda', 'canned beer', 'other vegetables', 'whole milk']"
13146,"['yogurt', 'tropical fruit']"
13147,"['frankfurter', 'curd']"
13148,"['other vegetables', 'soda']"
13149,"['root vegetables', 'candy']"
13150,"['yogurt', 'sausage', 'yogurt', 'pip fruit', 'curd']"
13151,"['bottled water', 'coffee']"
13152,"['yogurt', 'rice', 'butter']"
13153,"['other vegetables', 'yogurt']"
13154,"['sausage', 'frozen vegetables']"
13155,"['napkins', 'beef', 'brown bread']"
13156,"['mustard', 'brown bread']"
13157,"['whole milk', 'margarine']"
13158,"['pastry', 'bottled water']"
13159,"['frozen potato products', 'chewing gum']"
13160,"['canned beer', 'other vegetables']"
13161,"['canned beer', 'soda', 'candles', 'pickled vegetables']"
13162,"['other vegetables', 'soda']"
13163,"['specialty chocolate', 'domestic eggs']"
13164,"['newspapers', 'canned beer']"
13165,"['ham', 'red/blush wine']"
13166,"['frankfurter', 'brown bread']"
13167,"['grapes', 'zwieback']"
13168,"['frankfurter', 'butter']"
13169,"['spread cheese', 'specialty bar']"
13170,"['grapes', 'butter']"
13171,"['whole milk', 'ice cream']"
13172,"['other vegetables', 'red/blush wine', 'curd']"
13173,"['whole milk', 'ice cream', 'soda', 'yogurt', 'spices']"
13174,"['citrus fruit', 'pastry']"
13175,"['whole milk', 'coffee', 'fruit/vegetable juice']"
13176,"['sliced cheese', 'root vegetables', 'whipped/sour cream']"
13177,"['other vegetables', 'hygiene articles']"
13178,"['liqueur', 'whole milk']"
13179,"['whole milk', 'bottled beer']"
13180,"['citrus fruit', 'bottled beer', 'cat food']"
13181,"['beef', 'waffles']"
13182,"['whole milk', 'whole milk', 'citrus fruit', 'light bulbs']"
13183,"['citrus fruit', 'canned beer']"
13184,"['soda', 'soda']"
13185,"['other vegetables', 'whipped/sour cream']"
13186,"['UHT-milk', 'other vegetables', 'cake bar']"
13187,"['frankfurter', 'yogurt']"
13188,"['frankfurter', 'rolls/buns', 'rolls/buns']"
13189,"['sugar', 'shopping bags']"
13190,"['ice cream', 'sliced cheese']"
13191,"['hamburger meat', 'margarine']"
13192,"['brown bread', 'curd']"
13193,"['citrus fruit', 'rolls/buns', 'frozen vegetables']"
13194,"['frankfurter', 'domestic eggs']"
13195,"['soda', 'tropical fruit']"
13196,"['newspapers', 'brown bread']"
13197,"['whole milk', 'yogurt']"
13198,"['cookware', 'spread cheese']"
13199,"['whole milk', 'tropical fruit', 'soda', 'newspapers']"
13200,"['tropical fruit', 'other vegetables']"
13201,"['flower soil/fertilizer', 'tropical fruit']"
13202,"['beef', 'other vegetables']"
13203,"['margarine', 'fruit/vegetable juice']"
13204,"['domestic eggs', 'domestic eggs']"
13205,"['canned beer', 'brown bread', 'herbs', 'pastry']"
13206,"['pastry', 'frozen dessert']"
13207,"['beverages', 'cat food', 'soda']"
13208,"['bottled water', 'onions']"
13209,"['chocolate marshmallow', 'flour']"
13210,"['frankfurter', 'shopping bags']"
13211,"['pork', 'meat']"
13212,"['pip fruit', 'fruit/vegetable juice']"
13213,"['hygiene articles', 'chicken']"
13214,"['packaged fruit/vegetables', 'other vegetables']"
13215,"['curd', 'cereals']"
13216,"['root vegetables', 'candy']"
13217,"['frozen fruits', 'citrus fruit']"
13218,"['soda', 'pastry']"
13219,"['tropical fruit', 'other vegetables']"
13220,"['pastry', 'rolls/buns']"
13221,"['yogurt', 'soda', 'yogurt']"
13222,"['whole milk', 'whole milk']"
13223,"['tropical fruit', 'pip fruit']"
13224,"['citrus fruit', 'root vegetables']"
13225,"['hamburger meat', 'dessert', 'sliced cheese']"
13226,"['citrus fruit', 'cream cheese ', 'bottled beer', 'citrus fruit']"
13227,"['ham', 'brown bread']"
13228,"['sausage', 'grapes']"
13229,"['bottled beer', 'rolls/buns']"
13230,"['other vegetables', 'whipped/sour cream']"
13231,"['dessert', 'rolls/buns']"
13232,"['pork', 'salty snack', 'sliced cheese']"
13233,"['coffee', 'dishes']"
13234,"['other vegetables', 'hard cheese']"
13235,"['soda', 'fruit/vegetable juice']"
13236,"['sausage', 'liquor (appetizer)']"
13237,"['whole milk', 'spread cheese', 'bottled water', 'onions']"
13238,"['frankfurter', 'other vegetables', 'fruit/vegetable juice']"
13239,"['white wine', 'brown bread']"
13240,"['frankfurter', 'beverages']"
13241,"['yogurt', 'mustard']"
13242,"['beef', 'kitchen towels', 'fruit/vegetable juice']"
13243,"['butter', 'cleaner', 'red/blush wine']"
13244,"['frozen vegetables', 'coffee']"
13245,"['root vegetables', 'whole milk', 'napkins']"
13246,"['margarine', 'cream cheese ']"
13247,"['rolls/buns', 'semi-finished bread']"
13248,"['coffee', 'hygiene articles', 'yogurt']"
13249,"['other vegetables', 'soap']"
13250,"['margarine', 'sweet spreads']"
13251,"['whipped/sour cream', 'coffee']"
13252,"['pastry', 'hard cheese']"
13253,"['rolls/buns', 'long life bakery product']"
13254,"['curd', 'long life bakery product']"
13255,"['sugar', 'whole milk', 'ketchup']"
13256,"['coffee', 'pot plants']"
13257,"['bottled water', 'sugar', 'candy']"
13258,"['soda', 'root vegetables']"
13259,"['canned beer', 'cake bar']"
13260,"['chicken', 'tropical fruit', 'waffles', 'whipped/sour cream', 'brown bread']"
13261,"['beef', 'pip fruit']"
13262,"['other vegetables', 'pickled vegetables']"
13263,"['oil', 'margarine']"
13264,"['napkins', 'newspapers']"
13265,"['chewing gum', 'whole milk', 'white bread', 'whole milk', 'dishes']"
13266,"['UHT-milk', 'other vegetables']"
13267,"['herbs', 'onions', 'brown bread']"
13268,"['sliced cheese', 'napkins']"
13269,"['pork', 'yogurt']"
13270,"['herbs', 'root vegetables']"
13271,"['whole milk', 'cream cheese ']"
13272,"['sausage', 'specialty bar']"
13273,"['canned beer', 'rolls/buns', 'other vegetables', 'dog food']"
13274,"['root vegetables', 'newspapers']"
13275,"['chicken', 'long life bakery product']"
13276,"['sausage', 'yogurt']"
13277,"['canned beer', 'chicken', 'other vegetables']"
13278,"['detergent', 'other vegetables', 'detergent']"
13279,"['mayonnaise', 'pastry']"
13280,"['chicken', 'artif. sweetener']"
13281,"['other vegetables', 'domestic eggs', 'bottled beer']"
13282,"['whole milk', 'root vegetables']"
13283,"['pork', 'soda', 'yogurt']"
13284,"['other vegetables', 'pot plants', 'yogurt', 'salty snack']"
13285,"['curd', 'coffee', 'baking powder']"
13286,"['tropical fruit', 'citrus fruit', 'male cosmetics']"
13287,"['white bread', 'margarine']"
13288,"['whole milk', 'napkins']"
13289,"['whole milk', 'root vegetables']"
13290,"['citrus fruit', 'whole milk', 'yogurt', 'canned beer']"
13291,"['citrus fruit', 'soda']"
13292,"['chocolate', 'brown bread']"
13293,"['tropical fruit', 'pip fruit', 'whole milk', 'other vegetables']"
13294,"['specialty chocolate', 'pip fruit']"
13295,"['ham', 'other vegetables']"
13296,"['pip fruit', 'canned beer']"
13297,"['yogurt', 'whipped/sour cream']"
13298,"['hard cheese', 'butter milk', 'long life bakery product']"
13299,"['tropical fruit', 'soda']"
13300,"['rum', 'yogurt']"
13301,"['napkins', 'coffee']"
13302,"['turkey', 'packaged fruit/vegetables']"
13303,"['pork', 'dental care']"
13304,"['whipped/sour cream', 'tropical fruit']"
13305,"['other vegetables', 'UHT-milk']"
13306,"['rolls/buns', 'frozen vegetables', 'frozen vegetables']"
13307,"['ice cream', 'whole milk']"
13308,"['canned beer', 'yogurt', 'coffee']"
13309,"['whole milk', 'hard cheese']"
13310,"['bottled beer', 'other vegetables']"
13311,"['frankfurter', 'waffles']"
13312,"['tropical fruit', 'grapes']"
13313,"['whole milk', 'UHT-milk']"
13314,"['rolls/buns', 'oil', 'fruit/vegetable juice']"
13315,"['pastry', 'berries']"
13316,"['newspapers', 'rolls/buns']"
13317,"['female sanitary products', 'soda']"
13318,"['grapes', 'sparkling wine', 'canned beer', 'pastry']"
13319,"['pork', 'whole milk']"
13320,"['root vegetables', 'margarine']"
13321,"['pip fruit', 'other vegetables']"
13322,"['frozen fish', 'baking powder']"
13323,"['ice cream', 'curd']"
13324,"['shopping bags', 'newspapers']"
13325,"['rolls/buns', 'sausage', 'whole milk', 'nuts/prunes']"
13326,"['hamburger meat', 'bottled beer', 'brown bread', 'yogurt']"
13327,"['cat food', 'pip fruit', 'white bread']"
13328,"['shopping bags', 'whipped/sour cream']"
13329,"['canned beer', 'canned beer']"
13330,"['canned beer', 'butter']"
13331,"['white bread', 'hard cheese']"
13332,"['tropical fruit', 'shopping bags']"
13333,"['frankfurter', 'pastry']"
13334,"['whipped/sour cream', 'pastry', 'napkins']"
13335,"['misc. beverages', 'red/blush wine']"
13336,"['whipped/sour cream', 'red/blush wine']"
13337,"['hamburger meat', 'root vegetables']"
13338,"['frankfurter', 'whole milk']"
13339,"['tropical fruit', 'rolls/buns']"
13340,"['specialty chocolate', 'other vegetables']"
13341,"['bottled water', 'coffee']"
13342,"['other vegetables', 'abrasive cleaner', 'bottled beer']"
13343,"['sausage', 'sausage', 'pip fruit', 'sliced cheese', 'root vegetables', 'butter milk']"
13344,"['hamburger meat', 'pastry', 'cereals']"
13345,"['canned beer', 'soda', 'other vegetables', 'canned vegetables']"
13346,"['chicken', 'tropical fruit']"
13347,"['bottled water', 'newspapers']"
13348,"['citrus fruit', 'napkins']"
13349,"['UHT-milk', 'dessert']"
13350,"['UHT-milk', 'pip fruit']"
13351,"['beverages', 'whole milk', 'butter milk', 'fruit/vegetable juice']"
13352,"['cat food', 'roll products ']"
13353,"['sausage', 'whole milk', 'pastry', 'rolls/buns', 'coffee', 'bottled beer', 'chocolate', 'rolls/buns']"
13354,"['other vegetables', 'rolls/buns']"
13355,"['whole milk', 'pot plants']"
13356,"['frankfurter', 'whole milk', 'margarine']"
13357,"['other vegetables', 'sliced cheese']"
13358,"['sausage', 'rolls/buns']"
13359,"['soft cheese', 'sliced cheese', 'soda']"
13360,"['pork', 'curd']"
13361,"['frankfurter', 'packaged fruit/vegetables']"
13362,"['seasonal products', 'other vegetables', 'bottled water']"
13363,"['frozen vegetables', 'pastry']"
13364,"['soft cheese', 'yogurt', 'pastry', 'instant coffee']"
13365,"['mayonnaise', 'bottled beer', 'rolls/buns', 'specialty fat']"
13366,"['bottled beer', 'whole milk']"
13367,"['frankfurter', 'sausage', 'margarine', 'rolls/buns', 'bottled beer', 'mustard']"
13368,"['rolls/buns', 'shopping bags']"
13369,"['sausage', 'mustard']"
13370,"['whole milk', 'whole milk']"
13371,"['ice cream', 'other vegetables']"
13372,"['root vegetables', 'UHT-milk', 'nuts/prunes', 'frankfurter', 'misc. beverages', 'whole milk', 'cream cheese ', 'canned fish']"
13373,"['canned beer', 'newspapers']"
13374,"['meat', 'grapes']"
13375,"['dessert', 'napkins']"
13376,"['domestic eggs', 'root vegetables']"
13377,"['napkins', 'mayonnaise']"
13378,"['frozen meals', 'soups']"
13379,"['rolls/buns', 'yogurt', 'napkins']"
13380,"['yogurt', 'root vegetables']"
13381,"['white bread', 'pot plants']"
13382,"['root vegetables', 'shopping bags']"
13383,"['pip fruit', 'frankfurter', 'whole milk', 'cream cheese ']"
13384,"['butter', 'waffles']"
13385,"['whole milk', 'candles', 'yogurt']"
13386,"['whole milk', 'pastry']"
13387,"['other vegetables', 'misc. beverages', 'root vegetables', 'curd', 'dessert']"
13388,"['soft cheese', 'coffee']"
13389,"['liquor (appetizer)', 'onions', 'whole milk', 'butter', 'cream cheese ', 'specialty cheese']"
13390,"['tropical fruit', 'pork', 'soda', 'onions']"
13391,"['coffee', 'sliced cheese']"
13392,"['specialty chocolate', 'other vegetables']"
13393,"['fruit/vegetable juice', 'other vegetables']"
13394,"['pork', 'newspapers', 'root vegetables']"
13395,"['bottled beer', 'cat food']"
13396,"['tropical fruit', 'other vegetables']"
13397,"['pip fruit', 'curd', 'canned beer', 'pork', 'bottled beer', 'frozen dessert', 'dessert', 'bottled water']"
13398,"['beef', 'newspapers']"
13399,"['beef', 'tropical fruit']"
13400,"['other vegetables', 'bottled beer']"
13401,"['chicken', 'yogurt']"
13402,"['citrus fruit', 'whole milk']"
13403,"['other vegetables', 'beef', 'tropical fruit', 'brown bread', 'cat food']"
13404,"['oil', 'whipped/sour cream', 'specialty cheese', 'soda', 'beverages']"
13405,"['yogurt', 'pastry']"
13406,"['shopping bags', 'domestic eggs']"
13407,"['sausage', 'pork', 'butter milk', 'canned beer', 'whole milk', 'yogurt', 'rolls/buns']"
13408,"['rolls/buns', 'specialty bar']"
13409,"['rolls/buns', 'red/blush wine']"
13410,"['whole milk', 'newspapers', 'bottled water']"
13411,"['salt', 'seasonal products']"
